0,0
100,0
200,0
300,0
400,0
500,0
600,0
700,0
800,0
900,0
1000,0
1100,0
1200,0
1300,16
1400,0
1500,0
1600,0
1700,15
1800,0
1900,16
2000,0
2100,16
2200,0
2300,15
2400,16
2500,15
2600,16
2700,16
2800,15
2900,16
3000,16
3100,15
3200,16
3300,31
3400,16
3500,31
3600,16
3700,31
3800,31
3900,16
4000,31
4100,31
4200,31
4300,31
4400,32
4500,31
4600,32
4700,31
4800,31
4900,47
5000,47
5100,46
5200,47
5300,47
5400,47
5500,63
5600,46
5700,63
5800,62
5900,63
6000,62
6100,63
6200,62
6300,63
6400,109
6500,63
6600,78
6700,94
6800,78
6900,78
7000,78
7100,78
7200,78
7300,94
7400,78
7500,79
7600,94
7700,94
7800,93
7900,110
8000,94
8100,109
8200,109
8300,110
8400,109
8500,109
8600,125
8700,125
8800,125
8900,125
9000,125
9100,141
9200,141
9300,125
9400,125
9500,141
9600,140
9700,156
9800,141
9900,156
10000,157
10100,156
10200,157
10300,172
10400,156
10500,157
10600,187
10700,188
10800,187
10900,172
11000,203
11100,203
11200,203
11300,188
11400,203
11500,203
11600,203
11700,219
11800,219
11900,219
12000,218
12100,235
12200,234
12300,219
12400,219
12500,250
12600,235
12700,234
12800,234
12900,266
13000,265
13100,281
13200,266
13300,281
13400,266
13500,265
13600,281
13700,282
13800,281
13900,297
14000,297
14100,312
14200,313
14300,312
14400,313
14500,312
14600,328
14700,344
14800,344
14900,344
15000,343
15100,344
15200,359
15300,360
15400,344
15500,375
15600,359
15700,375
15800,375
15900,375
16000,391
16100,390
16200,391
16300,406
16400,406
16500,407
16600,421
16700,422
16800,422
16900,422
17000,422
17100,437
17200,453
17300,469
17400,453
17500,438
17600,438
17700,469
17800,453
17900,484
18000,500
18100,500
18200,485
18300,515
18400,516
18500,515
18600,516
18700,531
18800,547
18900,562
19000,547
19100,578
19200,578
19300,594
19400,578
19500,594
19600,656
19700,735
19800,734
19900,781
20000,703
