0,0
100,0
200,0
300,15
400,0
500,0
600,0
700,0
800,0
900,0
1000,0
1100,16
1200,0
1300,0
1400,16
1500,0
1600,15
1700,0
1800,16
1900,16
2000,0
2100,0
2200,16
2300,15
2400,16
2500,15
2600,16
2700,16
2800,31
2900,15
3000,16
3100,31
3200,31
3300,31
3400,32
3500,31
3600,31
3700,31
3800,31
3900,47
4000,47
4100,47
4200,46
4300,63
4400,62
4500,47
4600,63
4700,62
4800,63
4900,94
5000,109
5100,109
5200,94
5300,125
5400,125
5500,172
5600,125
5700,109
5800,94
5900,93
6000,110
6100,109
6200,125
6300,125
6400,110
6500,110
6600,125
6700,125
6800,125
6900,125
7000,140
7100,156
7200,157
7300,157
7400,156
7500,156
7600,156
7700,172
7800,156
7900,172
8000,188
8100,203
8200,172
8300,219
8400,187
8500,188
8600,188
8700,203
8800,203
8900,203
9000,218
9100,219
9200,219
9300,218
9400,235
9500,234
9600,234
9700,250
9800,266
9900,281
10000,281
10100,312
10200,344
10300,391
10400,312
10500,391
10600,359
10700,344
10800,343
10900,344
11000,328
11100,344
11200,344
11300,344
11400,359
11500,359
11600,375
11700,375
11800,438
11900,421
12000,438
12100,453
12200,500
12300,547
12400,421
12500,547
12600,485
12700,437
12800,438
12900,453
13000,437
13100,453
13200,485
13300,469
13400,468
13500,485
13600,593
13700,579
13800,531
13900,656
14000,547
14100,656
14200,656
14300,610
14400,625
14500,562
14600,532
14700,578
14800,578
14900,594
15000,609
15100,609
15200,625
15300,657
15400,765
15500,703
15600,672
15700,703
15800,750
15900,703
16000,704
16100,718
16200,703
16300,750
16400,734
16500,860
16600,829
16700,875
16800,828
16900,859
17000,1000
17100,1000
17200,953
17300,984
17400,1078
17500,1031
17600,1016
17700,1015
17800,985
17900,937
18000,1032
18100,937
18200,953
18300,969
18400,953
18500,953
18600,1031
18700,1047
18800,1063
18900,1062
19000,1032
19100,1031
19200,1047
19300,1062
19400,1078
19500,1063
19600,1109
19700,1078
19800,1094
19900,1109
20000,1188
