0,0
100,0
200,0
300,0
400,0
500,0
600,0
700,0
800,16
900,0
1000,0
1100,0
1200,0
1300,0
1400,0
1500,0
1600,0
1700,0
1800,0
1900,15
2000,0
2100,0
2200,16
2300,0
2400,15
2500,0
2600,0
2700,16
2800,15
2900,0
3000,0
3100,16
3200,0
3300,16
3400,15
3500,16
3600,16
3700,15
3800,16
3900,16
4000,15
4100,16
4200,15
4300,16
4400,16
4500,15
4600,16
4700,31
4800,16
4900,15
5000,32
5100,15
5200,32
5300,15
5400,15
5500,32
5600,31
5700,31
5800,16
5900,31
6000,31
6100,16
6200,31
6300,32
6400,31
6500,31
6600,47
6700,31
6800,32
6900,31
7000,47
7100,32
7200,46
7300,47
7400,47
7500,47
7600,47
7700,47
7800,47
7900,47
8000,47
8100,47
8200,78
8300,63
8400,62
8500,63
8600,62
8700,47
8800,46
8900,63
9000,62
9100,63
9200,78
9300,63
9400,62
9500,62
9600,78
9700,63
9800,63
9900,78
10000,78
10100,78
10200,78
10300,78
10400,78
10500,78
10600,94
10700,94
10800,78
10900,78
11000,94
11100,93
11200,94
11300,94
11400,109
11500,94
11600,94
11700,94
11800,109
11900,110
12000,109
12100,110
12200,109
12300,109
12400,109
12500,110
12600,125
12700,125
12800,125
12900,125
13000,125
13100,140
13200,141
13300,125
13400,156
13500,141
13600,125
13700,125
13800,157
13900,140
14000,125
14100,141
14200,156
14300,140
14400,157
14500,156
14600,156
14700,203
14800,188
14900,156
15000,172
15100,187
15200,172
15300,188
15400,187
15500,172
15600,235
15700,188
15800,218
15900,204
16000,187
16100,219
16200,187
16300,188
16400,188
16500,203
16600,203
16700,203
16800,219
16900,203
17000,203
17100,219
17200,219
17300,219
17400,218
17500,219
17600,218
17700,235
17800,219
17900,219
18000,219
18100,250
18200,234
18300,234
18400,235
18500,250
18600,265
18700,235
18800,250
18900,250
19000,266
19100,250
19200,266
19300,250
19400,265
19500,266
19600,281
19700,282
19800,281
19900,297
20000,281
